"","Animal_A.tifdiff_vec.txt","Animal_B.tiffdiff_vec.txt","Animal_C.tifdiff_vec.txt","Animal_D.tifdiff_vec.txt","Animal_E.tifdiff_vec.txt","Animal_F.tifdiff_vec.txt","Animal_G.tifdiff_vec.txt","Animal_H.tifdiff_vec.txt","Animal_I.tifdiff_vec.txt","Animal_J.tifdiff_vec.txt","Animal_K.tifdiff_vec.txt","Animal_L.tifdiff_vec.txt","Animal_M.tifdiff_vec.txt","Animal_N.tifdiff_vec.txt","Animal_O.tifdiff_vec.txt","Animal_P.tiffdiff_vec.txt","Animal_R.tiffdiff_vec.txt","Animal_U.tifdiff_vec.txt","Animal_V.tifdiff_vec.txt","Animal_W.tifdiff_vec.txt","Animal_X.tifdiff_vec.txt","Animal_Y.tifdiff_vec.txt","Animal_Z.tifdiff_vec.txt","Animal_Z1.tifdiff_vec.txt","Animal_Z10.tiffdiff_vec.txt","Animal_Z2.tifdiff_vec.txt","Animal_Z4.tifdiff_vec.txt","Animal_Z6.tiffdiff_vec.txt","Animal_Z8.tiffdiff_vec.txt","Animal_Z9.tiffdiff_vec.txt"
"179",35.7074243242341,4.09067782722604,7.62588037237419,5.98553407402912,7.11268001396688,45.4892551408189,8.25702577483081,5.96846425218564,4.24288282302917,6.59900930502064,6.55367263606639,10.4915484262158,7.12827184827287,7.93092139868979,21.1784271293243,8.0524929636152,7.56278065176347,4.13088488189918,12.4075458332816,4.49311135622581,16.0681621233641,15.5575180125488,7.00003195557553,5.36824841085642,47.3139327460504,9.06043540491657,7.78040877959587,12.1957265892824,47.3560374868446,8.64775802362735
"180",35.8442317523085,4.11312069397151,7.67651417402097,6.02468847307391,7.15432285249634,45.5566195906148,8.30519318418783,6.00925826183486,4.26620046402234,6.63592531398812,6.5783994407623,10.542109091684,7.16545543732741,7.97052241290024,21.2940603276556,8.10046079634275,7.60429315948265,4.15280894793919,12.4745452418844,4.51887766130676,16.1432826120949,15.6278726188385,7.04170896260036,5.39407746361956,47.5507852267466,9.12520398033701,7.82195189211721,12.2824914074852,47.6193144224982,8.69372243622571
"181",35.9810391803829,4.13556356071698,7.72714797566776,6.06384287211869,7.1959656910258,45.6239840404107,8.35336059354486,6.05005227148407,4.28951810501551,6.6728413229556,6.60312624545822,10.5926697571522,7.20263902638196,8.0101234271107,21.4096935259869,8.14842862907029,7.64580566720183,4.1747330139792,12.5415446504873,4.54464396638772,16.2184031008257,15.6982272251282,7.08338596962519,5.4199065163827,47.7876377074427,9.18997255575744,7.86349500463856,12.369256225688,47.8825913581518,8.73968684882406
"182",36.1178466084573,4.15800642746245,7.77778177731454,6.10299727116348,7.23760852955526,45.6913484902066,8.40152800290188,6.09084628113329,4.31283574600869,6.70975733192307,6.62785305015414,10.6432304226204,7.2398226154365,8.04972444132115,21.5253267243182,8.19639646179784,7.68731817492101,4.19665708001921,12.6085440590901,4.57041027146868,16.2935235895564,15.7685818314179,7.12506297665002,5.44573556914585,48.0244901881388,9.25474113117787,7.9050381171599,12.4560210438908,48.1458682938054,8.78565126142242
"183",36.2546540365317,4.18044929420792,7.82841557896133,6.14215167020826,7.27925136808472,45.7587129400025,8.4496954122589,6.13164029078251,4.33615338700186,6.74667334089055,6.65257985485006,10.6937910880886,7.27700620449104,8.08932545553161,21.6409599226495,8.24436429452538,7.7288306826402,4.21858114605922,12.6755434676929,4.59617657654963,16.3686440782872,15.8389364377076,7.16673998367486,5.47156462190899,48.2613426688349,9.3195097065983,7.94658122968124,12.5427858620936,48.409145229459,8.83161567402078
"184",36.3914614646061,4.20289216095339,7.87904938060811,6.18130606925305,7.32089420661417,45.8260773897984,8.49786282161592,6.17243430043172,4.35947102799503,6.78358934985802,6.67730665954597,10.7443517535567,7.31418979354559,8.12892646974206,21.7565931209808,8.29233212725293,7.77034319035938,4.24050521209923,12.7425428762957,4.62194288163059,16.443764567018,15.9092910439973,7.20841699069969,5.49739367467213,48.4981951495311,9.38427828201873,7.98812434220259,12.6295506802964,48.6724221651127,8.87758008661914
"185",36.5282688926805,4.22533502769886,7.9296831822549,6.22046046829783,7.36253704514363,45.8934418395942,8.54603023097294,6.21322831008094,4.3827886689882,6.8205053588255,6.70203346424189,10.7949124190249,7.35137338260013,8.16852748395251,21.8722263193121,8.34029995998047,7.81185569807856,4.26242927813924,12.8095422848985,4.64770918671155,16.5188850557488,15.979645650287,7.25009399772452,5.52322272743527,48.7350476302272,9.44904685743916,8.02966745472393,12.7163154984992,48.9356991007663,8.92354449921749
"186",36.6650763207549,4.24777789444433,7.98031698390168,6.25961486734262,7.40417988367309,45.9608062893901,8.59419764032996,6.25402231973016,4.40610630998137,6.85742136779297,6.72676026893781,10.8454730844931,7.38855697165468,8.20812849816297,21.9878595176434,8.38826779270802,7.85336820579774,4.28435334417925,12.8765416935013,4.67347549179251,16.5940055444796,16.0500002565767,7.29177100474935,5.54905178019842,48.9719001109233,9.51381543285959,8.07121056724528,12.803080316702,49.1989760364199,8.96950891181585
"187",36.8018837488293,4.2702207611898,8.03095078554847,6.29876926638741,7.44582272220255,46.028170739186,8.64236504968699,6.29481632937938,4.42942395097455,6.89433737676045,6.75148707363373,10.8960337499613,7.42574056070922,8.24772951237342,22.1034927159747,8.43623562543557,7.89488071351692,4.30627741021927,12.9435411021042,4.69924179687346,16.6691260332104,16.1203548628663,7.33344801177418,5.57488083296156,49.2087525916194,9.57858400828002,8.11275367976662,12.8898451349048,49.4622529720735,9.0154733244142
"188",36.9386911769037,4.29266362793527,8.08158458719525,6.33792366543219,7.48746556073201,46.0955351889819,8.69053245904401,6.3356103390286,4.45274159196772,6.93125338572792,6.77621387832965,10.9465944154295,7.46292414976376,8.28733052658388,22.219125914306,8.48420345816311,7.9363932212361,4.32820147625928,13.010540510707,4.72500810195442,16.7442465219412,16.190709469156,7.37512501879901,5.6007098857247,49.4456050723155,9.64335258370046,8.15429679228796,12.9766099531076,49.7255299077271,9.06143773701256
