"","Animal_A.tifdiff_vec.txt","Animal_B.tiffdiff_vec.txt","Animal_C.tifdiff_vec.txt","Animal_D.tifdiff_vec.txt","Animal_E.tifdiff_vec.txt","Animal_F.tifdiff_vec.txt","Animal_G.tifdiff_vec.txt","Animal_H.tifdiff_vec.txt","Animal_I.tifdiff_vec.txt","Animal_J.tifdiff_vec.txt","Animal_K.tifdiff_vec.txt","Animal_L.tifdiff_vec.txt","Animal_M.tifdiff_vec.txt","Animal_N.tifdiff_vec.txt","Animal_O.tifdiff_vec.txt","Animal_P.tiffdiff_vec.txt","Animal_R.tiffdiff_vec.txt","Animal_U.tifdiff_vec.txt","Animal_V.tifdiff_vec.txt","Animal_W.tifdiff_vec.txt","Animal_X.tifdiff_vec.txt","Animal_Y.tifdiff_vec.txt","Animal_Z.tifdiff_vec.txt","Animal_Z1.tifdiff_vec.txt","Animal_Z10.tiffdiff_vec.txt","Animal_Z2.tifdiff_vec.txt","Animal_Z4.tifdiff_vec.txt","Animal_Z6.tiffdiff_vec.txt","Animal_Z8.tiffdiff_vec.txt","Animal_Z9.tiffdiff_vec.txt"
"804",24.86,8.58,3.08,10.56,8.58,51.48,4.18,8.58,3.08,4.62,5.5,14.52,5.94,4.84,14.74,6.38,8.14,3.52,4.4,4.84,14.3,19.58,7.04,5.28,14.96,12.98,6.6,10.12,27.72,7.92
"805",24.86,8.8,3.96,10.34,8.58,51.48,4.18,9.24,2.42,4.62,5.5,14.74,5.94,4.84,14.74,6.38,8.14,3.52,2.64,5.06,14.3,19.58,7.04,5.28,14.96,13.2,6.6,10.12,27.72,6.6
"806",24.86,8.8,3.96,10.12,7.7,51.48,4.18,9.9,2.2,4.62,5.5,15.18,6.16,5.06,15.4,6.38,7.92,3.52,2.64,5.28,14.3,19.58,7.04,5.5,14.96,13.2,6.6,10.12,27.72,6.38
"807",24.86,8.8,3.96,9.9,7.92,51.48,4.18,9.9,1.98,4.62,5.5,15.18,6.38,5.06,15.4,6.38,7.92,3.52,2.86,5.06,14.3,19.58,7.04,5.72,14.96,13.2,6.6,10.12,27.72,6.16
"808",26.4,9.02,3.96,9.68,8.14,51.48,3.52,9.68,1.98,4.62,5.5,15.18,6.6,5.06,15.4,7.04,7.92,3.52,2.86,5.28,15.18,19.36,7.04,5.72,14.96,12.32,6.6,10.12,27.72,5.94
"809",26.62,9.24,4.4,9.68,8.36,52.14,3.52,9.46,1.98,4.62,5.5,15.18,6.6,5.06,15.4,7.04,7.7,3.52,2.86,5.06,15.4,18.7,7.04,5.72,14.96,12.32,6.6,10.12,27.72,5.72
"810",26.84,9.02,4.4,9.68,8.14,52.14,3.52,9.24,1.98,4.62,5.5,12.76,6.6,5.06,15.4,7.04,7.7,3.52,2.86,5.06,15.62,18.7,7.04,5.72,14.96,12.32,6.6,10.12,27.72,5.5
"811",27.5,9.02,4.84,9.68,7.92,52.14,4.18,9.02,1.98,5.28,5.5,12.76,7.04,5.06,15.4,7.04,7.48,3.52,2.86,3.96,15.84,18.92,7.04,5.72,14.96,12.32,6.16,10.12,27.72,5.28
"812",27.5,8.8,4.84,9.68,8.36,52.14,4.18,7.92,1.98,5.28,5.5,12.76,7.04,5.06,15.4,7.04,7.48,3.74,2.86,2.86,15.18,18.92,7.04,5.94,14.96,12.32,6.16,10.12,27.72,5.06
"813",27.5,10.56,4.84,9.68,8.36,52.36,4.18,4.4,1.98,5.72,5.5,12.1,7.04,4.4,15.4,7.04,7.48,3.96,2.86,2.86,14.96,18.26,3.08,6.16,14.96,12.32,6.16,10.12,27.72,4.84
"814",28.16,10.12,4.84,9.68,8.36,52.58,3.52,4.18,1.98,5.72,5.5,12.1,7.04,4.4,15.62,7.48,7.48,3.96,2.86,2.86,14.74,18.48,3.08,6.38,14.96,12.32,5.5,10.12,27.72,4.62
"815",28.16,10.56,4.84,9.68,7.7,52.36,3.52,4.18,1.98,5.72,5.5,11.66,7.04,4.4,15.84,7.48,7.48,3.74,2.86,2.86,14.52,18.48,3.52,6.38,14.96,11.44,5.5,10.12,29.48,4.62
"816",28.16,10.34,5.06,9.46,7.92,52.14,3.52,3.74,1.98,5.72,5.5,11.66,7.26,4.4,16.06,8.14,7.48,3.74,2.86,2.2,14.52,18.26,3.52,6.38,14.96,11.22,5.5,10.12,29.48,4.84
"817",28.82,10.78,5.06,9.24,8.14,52.14,3.74,2.86,2.42,5.72,5.28,11.22,7.48,4.4,16.06,8.14,7.48,3.74,2.86,1.98,14.52,18.26,3.52,6.6,14.96,11,5.5,10.12,29.48,5.06
"818",29.04,10.78,4.62,8.58,8.36,52.14,3.96,2.42,2.42,5.94,5.06,11,7.48,4.4,16.06,8.14,7.48,3.74,2.86,1.98,14.52,17.82,3.74,6.82,14.96,10.78,5.5,10.12,29.48,5.28
"819",29.26,10.34,4.84,8.8,8.58,51.48,3.52,2.42,2.42,6.16,4.84,11,7.48,4.4,16.06,8.14,7.7,3.74,2.86,1.98,14.52,17.82,4.4,6.38,14.96,12.98,5.06,10.12,29.48,5.5
"820",31.46,10.12,3.08,8.58,8.8,51.48,3.52,2.42,2.42,6.16,4.62,11.22,7.48,4.4,16.06,8.14,7.92,3.74,3.3,1.98,14.52,16.72,4.4,6.38,14.96,12.98,5.06,10.12,29.48,5.72
"821",31.46,9.9,3.08,8.58,9.02,51.48,3.52,2.42,2.42,6.16,4.62,11,7.48,4.4,16.06,8.14,8.14,3.74,3.3,1.98,14.52,16.72,4.4,5.94,14.96,12.98,4.62,10.12,29.48,4.18
"822",31.46,9.68,3.52,9.68,9.02,51.48,2.42,1.98,2.86,6.16,4.62,11,7.48,4.4,16.06,8.36,8.36,3.52,3.3,1.98,14.52,16.28,4.4,5.94,14.96,13.64,4.62,10.12,29.48,3.96
"823",33.44,10.12,3.52,9.68,9.02,51.48,2.42,1.98,2.86,6.16,4.62,10.78,7.7,4.4,16.06,8.58,8.58,3.3,3.96,1.98,13.64,16.28,4.84,5.5,14.96,13.64,4.62,10.12,29.48,3.74
"824",33.44,9.68,3.96,10.78,9.02,51.04,2.42,1.98,2.86,6.16,4.62,10.78,7.92,4.4,16.06,8.8,8.8,3.3,3.96,1.98,13.64,16.28,4.84,5.5,14.96,13.64,4.4,29.26,29.48,3.52
"825",33.44,9.68,3.96,10.56,9.02,51.04,2.42,1.98,2.86,6.16,4.62,10.78,8.36,4.4,16.06,8.8,8.8,3.3,3.96,2.2,13.64,16.28,4.84,5.5,14.96,13.64,4.4,29.48,29.48,3.3
"826",34.1,9.68,3.96,10.56,9.02,51.04,2.2,2.42,2.86,6.16,5.28,10.56,8.36,4.4,16.06,8.8,8.8,3.3,5.06,2.42,13.64,16.28,4.84,4.84,14.96,14.52,4.4,29.7,29.48,3.08
"827",34.32,9.24,3.96,9.02,9.68,51.04,1.98,2.42,2.86,6.16,5.28,10.56,8.36,5.06,16.28,8.8,8.8,3.3,5.06,2.64,13.64,16.5,4.84,4.84,14.96,14.52,4.4,29.92,29.48,2.86
"828",34.54,8.8,3.96,9.02,9.46,51.04,2.42,2.42,2.86,6.16,5.28,10.56,8.36,5.06,16.5,8.8,8.8,3.52,5.72,2.64,13.64,16.28,4.84,4.84,13.2,14.52,4.62,30.14,29.48,2.64
"829",34.76,8.36,6.82,8.58,9.24,51.04,2.42,2.86,2.86,6.16,5.28,10.56,8.36,5.06,16.72,8.8,8.8,3.52,5.72,3.3,13.64,16.06,4.84,4.62,13.2,15.18,4.62,30.36,29.48,2.42
"830",34.76,8.36,6.82,8.58,10.34,50.82,2.42,2.86,3.08,6.16,5.28,10.56,8.36,5.06,16.94,8.14,8.8,3.52,5.72,3.52,14.3,16.28,5.72,4.4,13.2,15.4,4.62,31.9,29.48,2.2
"831",34.76,8.14,6.82,8.58,10.34,50.6,3.08,2.86,3.3,6.16,5.28,10.56,8.36,5.06,17.16,8.14,8.8,3.52,5.06,3.96,14.08,16.28,5.5,4.4,13.2,15.62,3.96,31.9,29.48,1.98
"832",34.76,7.48,6.82,8.58,10.34,50.38,2.86,2.86,3.3,6.16,5.28,10.56,8.36,5.06,17.6,8.14,8.8,3.52,5.06,4.4,13.86,16.5,5.72,3.74,13.2,15.84,3.96,31.9,29.48,1.98
"833",34.76,6.82,6.82,8.58,9.68,50.38,2.64,2.86,3.3,5.72,5.28,10.56,8.36,6.6,17.82,8.14,8.8,3.52,5.06,4.62,13.64,16.72,5.72,3.96,13.2,18.7,3.52,31.9,29.26,1.98
"834",34.76,6.16,6.82,8.36,9.68,50.38,3.08,2.86,3.3,5.72,5.28,10.56,8.36,6.6,18.04,8.14,8.8,3.52,3.74,4.84,13.42,16.72,5.72,4.18,13.2,19.14,3.52,31.9,29.04,1.98
"835",34.76,5.06,6.82,8.36,9.68,50.38,3.3,2.86,3.3,5.72,5.28,10.56,8.36,6.6,18.26,8.14,8.8,3.52,3.74,4.84,13.42,16.72,5.72,4.4,13.2,19.36,3.52,31.9,28.82,1.98
"836",34.76,5.06,6.82,5.94,9.68,50.38,3.52,2.86,3.3,4.62,5.28,10.56,8.36,6.6,18.26,7.48,8.8,3.52,3.74,4.18,13.42,16.72,7.04,4.4,13.2,20.24,3.52,31.9,28.6,1.98
"837",34.76,5.28,6.38,5.72,9.68,50.38,6.16,2.64,3.3,4.62,5.28,10.56,8.36,8.14,18.26,7.48,8.8,3.52,3.74,3.96,13.42,16.72,6.82,4.4,13.2,20.46,3.52,33.44,28.38,3.3
"838",34.76,5.28,6.38,5.5,9.68,50.38,9.68,2.64,3.3,4.62,5.28,10.56,8.36,8.14,18.26,6.38,8.8,3.08,3.74,3.3,13.42,16.72,7.04,4.4,13.2,20.46,3.52,33.44,28.16,3.3
"839",34.76,5.28,6.38,5.28,9.68,50.38,9.9,2.64,3.3,4.62,5.28,10.56,8.36,8.14,18.92,6.38,8.8,3.08,3.3,2.64,13.42,16.72,7.26,4.4,13.2,20.68,3.52,33.44,27.94,3.3
"840",34.76,4.84,6.38,5.28,9.68,50.16,10.12,2.86,3.3,4.4,5.28,10.56,8.36,8.8,19.14,6.38,8.8,3.08,3.3,2.64,13.42,16.72,7.48,4.4,13.2,21.78,4.18,33.44,25.74,3.3
"841",35.42,2.64,6.38,4.84,9.68,49.94,10.12,3.08,3.3,4.18,5.28,10.56,8.36,8.8,19.36,3.96,8.8,3.08,3.3,1.98,13.42,16.72,7.48,4.4,13.2,22.22,4.18,33.44,25.96,3.3
"842",35.42,2.64,5.94,3.74,5.06,49.5,10.12,3.08,3.3,4.18,5.28,10.56,8.36,8.8,19.58,3.96,8.8,3.08,3.3,1.98,13.42,16.72,7.48,4.4,13.2,22.44,4.18,33.44,26.18,2.2
"843",35.42,2.64,5.94,3.3,5.06,49.5,9.46,3.08,3.3,4.18,5.28,10.56,8.8,8.8,19.8,3.96,8.8,3.08,3.3,1.32,13.42,16.72,7.48,4.4,13.2,22.88,4.62,33.44,26.4,2.2
"844",35.42,2.64,5.94,3.3,5.06,49.5,9.46,3.08,3.3,4.18,5.28,10.56,8.8,9.68,20.02,3.96,8.8,2.86,4.62,1.32,13.42,16.72,7.92,4.4,13.2,23.1,4.62,33.66,26.62,2.2
"845",35.42,2.86,5.94,2.42,5.06,49.5,9.46,3.08,3.3,4.18,5.28,10.56,9.02,9.68,22.66,3.96,8.8,2.86,4.62,1.32,12.76,16.72,7.92,4.4,13.2,23.1,5.06,33.88,26.84,2.2
"846",35.42,2.86,5.28,3.3,5.06,49.5,6.82,3.08,3.3,4.18,5.28,10.56,9.24,9.68,23.1,3.96,8.8,2.86,4.62,1.32,12.54,16.72,7.48,4.4,13.2,23.1,5.28,34.1,27.06,2.2
"847",34.1,2.86,5.28,3.3,5.06,48.84,6.82,3.08,3.3,4.84,5.28,10.56,9.46,10.34,23.54,3.96,8.8,3.08,4.84,1.32,12.32,16.72,7.48,4.4,13.2,23.1,5.5,34.32,27.28,2.2
"848",34.1,3.3,5.28,3.74,5.06,48.84,4.4,3.08,3.3,4.84,5.28,10.12,9.46,10.34,23.76,3.96,8.8,3.08,4.62,1.32,12.1,16.72,6.6,4.4,13.2,23.1,6.16,34.54,27.5,2.42
"849",34.1,3.3,5.28,3.74,5.28,48.84,4.4,3.08,3.3,5.28,5.28,10.12,9.46,10.34,23.76,3.96,8.8,3.08,4.4,1.32,11.88,16.72,6.6,4.4,13.2,23.1,6.16,34.76,27.72,2.64
"850",34.1,3.74,5.28,4.18,5.5,48.84,4.4,3.08,3.3,5.28,5.06,9.9,9.9,9.68,23.76,3.96,8.8,3.08,5.06,1.54,11.88,16.72,2.42,4.4,13.2,23.1,6.6,34.98,27.72,2.86
"851",34.1,3.3,5.28,4.4,5.72,48.84,3.74,3.08,3.3,5.72,5.06,9.68,9.9,9.9,25.74,3.96,8.8,3.08,5.06,1.54,11.88,16.72,2.42,4.4,13.2,23.98,6.6,34.98,27.72,3.08
"852",34.1,3.52,5.28,4.84,5.72,48.4,3.74,3.08,4.4,5.72,4.84,9.46,10.56,10.12,25.74,3.96,8.8,2.86,4.62,1.76,11.88,16.72,1.98,4.4,13.2,23.98,6.6,34.98,27.72,3.3
"853",34.1,3.52,5.28,5.94,5.72,48.4,3.74,3.3,4.4,5.72,4.84,9.46,10.56,10.34,25.74,3.96,8.8,2.42,4.84,1.76,11,16.72,1.98,4.4,13.2,23.98,6.6,34.98,27.72,3.52
"854",33.88,3.96,5.28,5.94,6.38,48.4,3.74,3.96,4.4,5.94,4.62,9.46,10.56,9.68,25.74,3.96,8.8,1.76,5.06,1.76,10.78,16.72,2.86,4.4,13.2,23.98,6.6,34.98,27.72,3.96
"855",33.66,3.74,5.28,6.38,6.38,48.4,3.74,3.96,5.28,6.16,4.4,8.58,13.64,9.68,26.62,3.96,8.8,1.76,5.06,1.98,10.78,16.72,3.08,4.4,13.2,23.98,7.26,34.98,27.72,4.4
"856",33.44,3.74,5.28,6.38,6.38,48.4,3.74,4.18,5.5,6.38,4.18,8.8,13.64,9.68,26.84,3.96,8.8,1.76,5.06,1.98,10.56,16.72,3.52,4.4,13.2,23.98,7.26,34.98,27.72,4.84
"857",33.44,3.96,5.28,6.38,6.38,48.4,4.4,6.16,5.5,6.6,3.96,8.14,15.62,9.46,27.06,3.96,8.8,1.76,5.06,1.98,10.34,16.72,3.52,4.4,13.2,23.98,7.26,34.76,29.48,5.28
"858",33.44,3.52,5.28,6.38,6.38,48.4,4.4,6.16,5.5,7.26,3.96,8.36,15.62,9.46,28.16,3.96,8.8,1.98,4.62,2.42,10.12,16.72,3.52,4.4,13.2,24.64,7.48,34.76,29.7,5.72
"859",32.78,3.52,5.28,6.38,6.38,48.4,4.4,6.16,5.5,7.26,3.96,8.58,16.06,9.46,28.38,3.96,8.8,1.98,4.62,2.2,9.68,16.72,3.52,4.4,13.2,24.64,7.7,34.76,29.92,5.94
"860",32.78,3.52,5.28,6.38,6.38,48.4,4.4,6.38,4.84,7.26,3.96,8.8,16.28,9.46,28.38,3.96,8.8,2.2,4.62,1.98,9.68,16.72,3.52,4.4,13.2,24.64,6.38,34.76,30.14,6.16
"861",32.78,3.52,3.52,6.38,6.38,48.4,4.4,5.94,4.84,7.26,3.3,9.02,16.5,7.26,28.6,3.96,8.8,2.2,4.62,2.2,9.46,16.72,3.52,4.4,13.2,23.76,5.94,34.76,30.36,6.38
"862",32.78,3.52,3.52,6.38,6.38,48.4,4.4,5.5,5.5,7.26,3.3,9.02,16.06,7.26,28.6,3.96,8.8,2.2,4.62,2.42,9.46,16.72,3.74,4.4,13.2,23.76,5.06,34.76,30.58,6.6
"863",32.78,6.16,4.18,6.38,6.38,48.4,8.8,5.5,5.5,6.38,3.3,9.02,16.06,7.26,28.82,3.96,8.8,2.2,3.96,3.08,9.24,16.72,3.96,4.4,13.2,23.76,5.06,34.76,30.8,6.82
"864",32.78,6.16,4.18,7.48,6.38,48.84,9.02,5.28,5.06,6.6,3.3,9.02,16.06,5.72,28.82,3.96,8.8,2.2,3.96,3.74,9.02,16.72,3.96,4.4,13.2,23.76,5.06,34.76,31.02,8.36
"865",32.78,5.94,4.18,7.48,6.38,48.84,9.24,5.06,5.06,5.94,8.14,9.24,15.84,5.72,29.04,3.96,9.46,2.2,3.96,3.52,9.02,16.72,3.96,5.5,13.2,23.76,5.06,34.76,31.24,8.58
"866",32.78,5.94,4.18,8.8,6.38,48.84,10.78,4.84,5.06,6.6,8.14,9.46,15.62,5.72,29.04,3.96,9.46,2.2,4.4,3.96,8.8,16.72,4.18,5.5,13.2,23.54,5.06,34.76,31.46,8.8
"867",32.78,5.94,4.18,9.02,5.72,49.5,10.78,4.62,4.4,5.72,8.14,9.46,15.62,5.72,29.04,3.96,9.46,2.2,4.4,3.96,21.56,16.72,4.4,5.94,13.2,23.32,4.4,34.76,31.68,9.02
"868",32.78,5.5,4.18,9.02,5.72,49.5,10.78,4.4,4.4,5.72,8.14,9.46,15.62,5.72,29.26,3.96,9.46,2.2,4.4,7.26,21.34,16.72,4.4,6.38,13.2,23.1,4.4,34.76,31.9,9.24
"869",32.78,5.28,4.18,9.02,5.72,49.94,10.78,3.74,3.96,5.5,8.14,9.46,15.62,5.72,29.26,3.96,9.46,2.2,4.4,7.26,21.12,16.72,4.4,6.82,13.2,23.1,3.96,34.76,32.12,9.46
"870",32.78,4.84,4.18,9.24,5.72,49.94,10.78,3.08,3.96,5.5,8.14,9.46,15.62,5.72,29.48,3.96,9.46,2.2,4.4,7.26,20.9,16.72,4.4,7.7,13.2,23.1,3.96,34.76,32.34,9.68
"871",33.44,4.18,4.18,9.24,5.72,49.94,10.78,2.86,3.52,5.5,7.92,9.02,15.18,5.72,29.48,3.3,9.46,2.2,4.18,6.38,20.9,16.72,3.74,7.92,13.2,23.1,3.96,34.76,32.56,9.9
"872",33.44,4.18,4.18,9.46,5.72,50.38,10.78,3.08,3.52,5.28,7.7,9.02,15.4,5.72,29.48,3.3,9.46,2.2,3.96,6.16,20.9,16.72,3.74,8.36,13.2,22.22,3.3,34.76,32.78,10.12
"873",33.44,3.96,4.18,9.68,5.72,50.38,10.78,3.3,3.52,5.28,7.48,9.02,14.96,5.72,29.48,3.3,9.46,2.42,3.74,5.5,20.9,16.72,3.74,8.36,13.2,22.22,3.3,34.76,33,10.34
"874",34.1,3.74,4.18,9.9,5.72,50.38,10.78,3.08,3.52,4.18,7.7,9.02,14.96,5.72,28.82,3.3,10.12,2.86,3.74,4.4,20.9,16.72,3.74,8.36,13.2,22.22,3.96,34.76,33.22,10.56
"875",34.1,3.3,4.18,9.9,5.72,50.38,10.78,3.08,3.52,4.18,7.92,9.02,14.96,5.72,28.6,3.3,10.12,2.86,3.74,4.18,20.46,16.72,3.74,8.36,13.2,20.68,3.96,34.76,33.44,10.78
"876",34.1,3.3,3.52,9.9,5.72,50.38,10.78,NA,3.52,3.74,8.14,9.02,14.96,5.72,28.38,3.3,10.12,2.86,3.3,3.52,20.68,16.72,3.74,9.02,13.2,20.68,3.96,34.76,33.66,11
"877",34.1,2.86,3.52,10.12,5.72,50.6,10.78,NA,3.52,3.74,8.36,9.02,14.96,5.72,28.16,3.3,10.78,3.08,3.3,3.52,20.9,16.72,3.3,9.02,13.2,20.68,4.62,34.76,33.88,11.22
"878",34.1,2.64,3.96,10.56,5.72,50.82,10.78,NA,3.52,3.74,8.36,9.02,14.52,5.72,28.16,3.3,10.78,3.08,3.3,3.08,19.8,16.5,3.52,9.02,13.2,20.68,4.84,34.76,34.1,11.44
"879",34.1,2.64,3.96,10.56,5.72,51.04,10.78,NA,3.52,3.74,8.36,9.24,14.52,5.72,28.38,3.3,10.78,3.08,3.52,3.08,19.58,16.5,3.74,8.8,13.2,17.6,5.94,34.76,34.32,11.66
"880",34.32,3.08,3.96,10.56,5.72,51.04,10.78,NA,3.52,3.74,8.36,9.24,14.52,5.72,27.5,3.3,12.1,3.3,3.74,2.64,19.36,16.28,3.74,8.58,13.2,17.6,5.94,34.76,34.54,11.88
"881",34.54,3.52,3.96,10.78,5.72,51.04,10.78,NA,3.52,3.3,8.36,9.46,14.3,5.72,27.06,3.3,12.1,3.52,3.96,2.64,19.14,16.28,4.18,8.58,13.2,17.6,6.6,34.76,34.76,12.1
"882",34.76,3.74,4.4,11.44,5.72,51.04,10.78,NA,3.74,3.3,8.36,9.46,14.08,5.72,26.62,3.3,12.1,3.52,3.96,2.64,19.14,16.28,3.96,8.58,13.2,16.94,6.6,34.76,34.98,12.32
"883",34.76,3.52,4.62,11.44,5.72,51.04,10.78,NA,3.96,3.3,8.36,9.68,14.08,5.72,25.52,3.3,13.64,3.52,3.96,2.64,18.92,16.28,3.74,9.02,13.2,16.94,6.6,34.76,36.96,12.54
"884",34.76,3.74,5.28,11.22,5.72,51.04,10.78,NA,3.96,3.3,8.36,9.9,14.08,5.72,25.74,3.3,13.64,3.74,3.3,2.64,18.7,16.06,3.96,9.02,13.2,16.94,7.26,34.76,37.18,12.76
"885",34.76,3.08,5.28,11,5.72,50.82,10.78,NA,3.96,3.3,8.36,9.9,14.08,5.72,25.74,3.3,13.64,4.18,3.3,2.64,18.48,15.84,4.18,9.02,13.2,16.94,7.48,34.76,37.4,12.76
"886",34.76,3.3,5.28,11,5.72,50.6,10.78,NA,4.4,3.3,8.36,9.68,14.08,5.72,25.74,3.3,13.64,4.18,3.3,2.42,16.72,15.62,4.18,8.58,13.2,16.94,8.36,34.76,37.62,12.76
"887",34.76,3.08,5.94,10.56,5.72,50.6,10.78,NA,4.4,3.3,8.36,9.46,14.08,5.72,25.08,3.96,13.64,4.18,3.3,2.42,16.72,15.62,4.62,8.58,13.2,16.94,8.36,34.76,37.84,12.76
"888",34.76,3.3,5.94,10.56,5.72,50.6,10.78,NA,5.06,3.52,8.36,9.24,14.08,4.84,25.08,3.96,13.64,3.96,3.08,2.64,16.72,15.62,4.62,7.92,13.2,16.94,8.36,34.76,38.06,12.76
"889",34.1,2.86,5.94,10.34,5.72,50.6,9.9,NA,5.06,3.74,8.36,9.02,14.08,4.84,25.08,3.96,13.64,3.96,2.86,2.42,16.72,15.62,4.62,7.92,13.2,16.94,8.36,34.76,38.28,12.76
"890",34.1,3.08,5.94,10.12,5.72,50.38,9.68,NA,5.5,3.74,8.36,9.02,14.08,4.84,30.14,3.96,13.64,3.96,2.86,2.42,16.5,15.62,5.28,7.48,13.2,16.06,8.36,34.76,38.5,12.76
"891",34.1,2.86,5.94,10.12,5.72,50.16,9.46,NA,5.5,3.74,8.36,9.02,14.08,5.72,29.92,3.96,13.64,3.74,2.86,2.42,16.28,15.62,5.28,7.26,13.2,16.06,8.36,34.76,38.72,12.76
"892",33.44,2.86,5.94,9.9,5.72,49.94,2.42,NA,5.5,3.74,8.36,9.02,13.64,5.72,29.7,3.96,13.64,3.74,2.2,2.42,16.06,15.62,5.28,7.04,13.2,16.06,8.36,34.76,38.94,12.76
"893",33.44,3.08,5.94,9.9,5.72,49.94,2.42,NA,5.5,3.74,7.48,9.24,13.64,5.72,29.48,4.62,13.64,3.52,2.2,1.98,15.84,15.62,5.28,6.38,13.2,16.06,8.36,34.76,39.16,12.76
"894",33.44,2.64,5.94,9.9,6.38,49.94,2.42,NA,5.5,3.74,7.48,9.02,12.98,5.72,29.7,4.62,13.64,3.3,2.2,1.98,15.62,15.62,4.84,6.38,13.2,16.06,8.36,34.76,39.38,12.76
"895",33.44,2.64,5.5,9.68,6.38,49.72,2.42,NA,5.5,3.74,7.48,9.02,12.98,6.38,29.92,4.84,13.64,3.3,1.54,2.2,15.4,15.18,4.84,5.94,13.2,16.06,8.36,34.76,39.6,12.76
"896",33.22,2.64,5.5,9.46,6.38,49.5,2.42,NA,5.5,3.74,7.48,9.02,11.44,6.38,31.02,5.06,13.64,3.3,1.54,2.2,15.18,15.18,3.96,5.94,13.2,16.06,7.7,34.76,39.82,11.66
"897",33,2.86,3.74,9.02,6.38,49.5,2.42,NA,4.4,3.74,7.48,9.02,11.44,6.38,31.02,5.28,13.64,3.3,1.54,2.2,15.84,15.18,3.96,5.06,13.2,16.06,7.7,34.76,40.04,11.66
"898",32.78,3.08,3.74,9.02,6.38,49.5,2.42,NA,4.4,3.74,7.48,9.02,11.44,6.6,31.02,5.72,13.64,3.3,1.54,2.64,15.84,15.18,3.08,5.06,13.2,16.06,7.48,34.76,40.26,11.66
"899",32.78,2.86,3.08,8.58,6.38,48.84,2.42,NA,4.4,4.4,7.48,9.02,5.94,6.6,31.02,5.72,13.64,3.3,1.54,2.64,15.62,15.18,3.08,5.06,13.2,16.06,7.48,34.76,40.48,11.66
"900",32.78,2.64,3.08,8.58,6.38,48.84,2.42,NA,3.74,4.4,7.48,9.02,5.72,6.6,31.02,5.72,13.64,3.3,1.98,2.64,15.62,15.18,3.52,5.06,13.2,16.06,7.48,34.76,42.68,11.66
"901",32.78,2.86,3.08,8.36,6.38,48.84,3.08,NA,3.74,4.4,7.48,9.24,5.72,6.6,31.02,5.72,13.64,3.3,1.76,2.2,15.4,14.74,3.3,5.06,13.2,16.06,7.7,34.76,42.9,11.66
"902",32.78,2.42,3.08,8.36,6.38,48.84,2.86,NA,3.74,4.4,7.48,9.02,5.5,6.6,31.02,5.72,13.64,3.52,1.54,2.2,15.18,14.74,3.52,4.84,13.2,16.06,7.7,34.76,43.12,11.66
"903",32.78,2.42,3.08,7.92,9.02,48.84,2.64,NA,3.74,4.4,7.48,9.02,5.28,6.6,30.14,6.38,13.64,3.74,1.54,2.2,15.18,14.74,3.52,4.62,13.2,16.06,7.92,34.76,43.34,11.66
"904",36.08,2.2,3.08,7.48,9.02,49.28,2.42,NA,3.74,4.4,7.48,8.8,5.06,6.6,30.36,6.38,13.64,3.96,1.54,2.2,15.18,14.74,3.08,4.4,13.42,16.06,8.14,34.76,43.56,11.66
"905",36.08,2.64,3.08,7.48,9.02,49.28,2.42,NA,3.74,4.4,7.48,8.58,4.84,5.72,30.58,6.38,14.3,3.96,1.54,2.2,15.18,14.74,3.3,4.4,13.64,16.06,8.36,34.76,43.78,11.66
"906",36.08,2.42,2.42,7.04,9.9,49.28,2.42,NA,3.74,4.4,7.48,8.58,5.5,5.72,31.46,6.38,14.3,4.18,1.54,2.2,15.18,14.96,3.52,4.4,13.86,16.06,7.7,34.76,44,11.66
"907",37.4,2.42,2.42,7.04,9.9,49.28,2.42,NA,3.3,4.4,7.48,8.36,5.72,5.72,31.46,6.38,14.3,4.18,1.54,2.2,15.18,14.74,3.52,4.4,14.08,16.94,7.7,34.76,44.22,11.66
"908",37.4,2.2,3.52,7.48,9.9,49.28,2.64,NA,3.3,4.4,7.48,8.58,6.16,5.72,31.46,6.38,14.3,4.18,12.54,2.2,15.18,14.52,3.52,4.4,14.3,16.94,7.7,34.76,51.92,11.66
"909",37.4,2.64,3.52,7.48,9.9,49.28,2.86,NA,3.3,4.4,8.36,8.58,5.94,5.72,31.46,6.38,14.3,4.18,12.54,2.2,15.18,14.74,3.52,3.96,14.52,16.94,7.7,34.76,51.92,11.66
"910",37.18,3.08,3.96,9.9,9.9,49.06,3.08,NA,3.3,4.4,8.36,8.8,6.38,5.72,31.68,6.38,14.3,4.18,12.54,2.42,15.18,14.74,4.4,3.96,14.74,16.94,7.7,34.76,51.92,11.66
"911",36.74,3.08,3.96,10.34,9.9,48.84,3.08,NA,3.3,4.4,8.36,8.58,6.38,5.72,31.9,6.38,14.3,4.62,12.54,2.64,15.18,14.74,4.4,3.52,14.74,18.48,7.92,34.76,51.92,11.66
"912",36.3,3.52,3.96,10.34,9.9,48.84,3.08,NA,3.3,4.4,9.02,8.36,6.38,5.06,33.66,7.04,14.3,4.84,12.54,2.64,14.3,14.74,6.16,3.52,14.74,18.48,8.14,34.76,51.92,11.66
